MovielensID,Title,Year,Genre,Director,Cast,Runtime,Languages,Certificate,Plot,Url
773,Touki Bouki (Journey of the Hyena),1973,Drama,Djibril Diop Mambéty,"Magaye Niang,Myriam Niang,Christoph Colomb,Mustapha Ture,Aminata Fall",91 minutes,"العربية,Français,Wolof",,"A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.  Screened at the Cannes Film Festival in 1973, Mambéty's film tells the story of Mory (Magaye Niang), a cow herder and Anta (Myriam Niang), a student, attempting to break free from their situation of circumstance. Steadily raising petty cash in order to save to go to Paris and leave their old lives behind, the film is a pertinent study of contemporary Senegal, which boasts an important narrative as well as a revolutionary approach to filmmaking.",https://movielens.org/movies/773
1706,Harlem River Drive,1996,Drama,Goetz Grossmann,"Kevin Thigpen,Nicole Prescott,Seth Gilliam,Ron Brice,Chris McKinney",90 minutes,English,,"When small-time crook Curtis jacks a police car, he discovers the lady cop is a former lover, and soon the two form an unlikely alliance to bust a revolution-minded urban gang who kidnap, tar and feather rich executives.",https://movielens.org/movies/1706
1972,"Nightmare on Elm Street 5: The Dream Child, A",1989,Horror,Stephen Hopkins,"Robert Englund,Lisa Wilcox,Erika Anderson,Valorie Armstrong,Michael Ashton",89 minutes,English,R,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",https://movielens.org/movies/1972
2190,Why Do Fools Fall In Love?,1998,Drama,Gregory Nava,"Larenz Tate,Halle Berry,Vivica A. Fox,Lela Rochon,Pamela Reed",116 minutes,"English,Français",R,"In the mid-80s, three women (each with an attorney) arrive at the office of New York entertainment manager, Morris Levy. One is an L.A. singer, formerly of the Platters; one is a petty thief from Philly; one teaches school in a small Georgia town. Each claims to be the widow of long-dead doo-wop singer-songwriter Frankie Lyman, and each wants years of royalties due to his estate, money Levy has never shared. During an ensuing civil trial, flashbacks tell the story of each one's life with Lyman, a boyish, high-pitched, dynamic performer, lost to heroin. Slowly, the three wives establish their own bond.",https://movielens.org/movies/2190
3876,Jerry & Tom,1998,Drama,Saul Rubinek,"Joe Mantegna,Sam Rockwell,Maury Chaykin,Ted Danson,Charles Durning",107 minutes,English,,"Tom and Jerry are two hit men, they work by day at a third-rate second-hand car dealership. Tom is a veteran and Jerry is a novice in their business, and their attitude toward their profession differs a lot. It shows when Tom is required to kill his old friend Karl.",https://movielens.org/movies/3876
3838,Phantasm III: Lord of the Dead,1994,Horror,Don Coscarelli,"A. Michael Baldwin,Reggie Bannister,Bill Thornbury,Gloria Lynne Henry,Kevin Connors",91 minutes,English,R,"The Tall Man, that imposing menace from Morningside Mortuary, is back and once again haunting the thoughts of the now-adult Mike and his friend, ex-Ice Cream vendor Reggie. The two continue their hunt for the mysterious figure and in his path of destruction encounter a variety of dangerous situations, friends and enemies.",https://movielens.org/movies/3838
3909,Woman on Top,2000,Comedy|Romance,Fina Torres,"Penélope Cruz,Murilo Benício,Mark Feuerstein,John de Lancie,Anne Ramsay",92 minutes,"Português,English",R,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",https://movielens.org/movies/3909
1027,Robin Hood: Prince of Thieves,1991,Drama,Kevin Reynolds,"Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,Christian Slater,Alan Rickman",143 minutes,"العربية,English",PG-13,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",https://movielens.org/movies/1027
3325,"Next Best Thing, The",2000,Comedy|Drama,John Schlesinger,"Madonna,Rupert Everett,Benjamin Bratt,Malcolm Stumpf,Josef Sommer",108 minutes,"English,Français",PG-13,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",https://movielens.org/movies/3325
126,"NeverEnding Story III, The",1994,Adventure|Children's|Fantasy,Peter MacDonald,"Jason James Richter,Melody Kay,Jack Black,Ryan Bollman,Freddie Jones",95 minutes,"English,Português",G,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,https://movielens.org/movies/126
2850,Public Access,1993,Drama|Thriller,Bryan Singer,"Ron Marquette,Leigh Hunt,John Renshaw,Jennifer McManus,Brandon Boyce",90 minutes,English,R,"Brewster seems to be an almost too perfect example of idyllic small-town America, with everyone living in peace and harmony. So when newcomer Whiley Pritcher starts up his own local cable TV show with the question ""what's wrong with Brewster?"", there surely can't be any deep dark secrets in the town that are just waiting to come to the surface - or can there? And when the question becomes ""who's wrong with Brewster?"" things start getting seriously nasty.",https://movielens.org/movies/2850
3783,Croupier,1998,Crime|Drama,Mike Hodges,"Clive Owen,Kate Hardie,Alex Kingston,Gina McKee,Nicholas Ball",94 minutes,English,R,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",https://movielens.org/movies/3783
331,Tom & Viv,1994,Drama,Brian Gilbert,"Willem Dafoe,Miranda Richardson,Rosemary Harris,Tim Dutton,Nickolas Grace",115 minutes,English,,"The story of the marriage of the poet T. S. Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaecological and emotional problems and his growing fame.",https://movielens.org/movies/331
1692,Alien Escape,1997,Horror|Sci-Fi,Scott Harris,"Gail Harris,Bernie Van De Yacht,Heather Ford,Yvette McClendon,Lesli Kay",95 minutes,English,,"Cindy and her beautiful friends are on vacation when they are assaulted by a ruthless gang of aliens attempting to take control of Earth. The friends join forces with Matt, a mysterious man they meet in the woods who turns out to be more than human. Together, Cindy and Matt launch a valiant attack against the alien ship and do battle with the murderous invaders from space.",https://movielens.org/movies/1692
427,Boxing Helena,1993,Mystery|Romance|Thriller,Jennifer Chambers Lynch,"Julian Sands,Sherilyn Fenn,Bill Paxton,Art Garfunkel,Betsy Clark",107 minutes,English,R,"A top surgeon is besotted with a beautiful woman who once rebuffed him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy.",https://movielens.org/movies/427
1794,Love and Death on Long Island,1998,Comedy|Drama,Richard Kwietniowski,"John Hurt,Jason Priestley,Fiona Loewi,Sheila Hancock,Harvey Atkin",93 minutes,"English,Français,Deutsch",,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",https://movielens.org/movies/1794
962,They Made Me a Criminal,1939,Crime|Drama,Busby Berkeley,"John Garfield,Claude Rains,Ann Sheridan,May Robson,Gloria Dickson",92 minutes,English,NR,"A boxer flees, believing he has committed a murder while he was drunk.",https://movielens.org/movies/962
449,Fear of a Black Hat,1994,Comedy,Rusty Cundieff,"Larry B. Scott,Mark Christopher Lawrence,Rusty Cundieff,Kasi Lemmons,G. Smokey Campbell",88 minutes,English,,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def &amp; Tasty Taste performing as N.W.H.",https://movielens.org/movies/449
3905,"Specials, The",2000,Comedy,Craig Mazin,"Rob Lowe,Jamie Kennedy,Thomas Haden Church,Jordan Ladd,Mike Schwartz",82 minutes,English,R,"America's 7th Best Superhero Team, the Specials, are a group of geeks and oddballs. We get to see one day in their lives as fan and new member Nightbird joins the group, just in time for the group to get a new line of action figures. But the members' extreme personalities and personal issues threaten to rip the group apart.",https://movielens.org/movies/3905
1529,Nowhere,1997,Drama,Gregg Araki,"James Duval,Rachel True,Nathan Bexton,Chiara Mastroianni,Debi Mazar",83 minutes,"English,Íslenska",R,"In Los Angeles, a colorful assortment of bohemians try to make sense of their intersecting lives. The moody Dark Smith, his bisexual girlfriend, her lesbian lover and their shy gay friend plan on attending the wildest party of the year. But they'll only make it if they can survive the drug trips, suicides, trysts, mutilations and alien abductions that occur as one surreal day unfolds.",https://movielens.org/movies/1529
3508,"Outlaw Josey Wales, The",1976,Western,Clint Eastwood,"Clint Eastwood,Chief Dan George,Sondra Locke,Bill McKinney,John Vernon",135 minutes,"Español,English,",PG,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",https://movielens.org/movies/3508
3289,Not One Less (Yi ge dou bu neng shao),1999,Drama,Zhang Yimou,"Wei Minzhi,Zhang Huike,Tian Zhenda,Gao Enman,Sun Zhimei",106 minutes,普通话,,"Set in the People's Republic of China during the 1990s, the film centers on a 13-year-old substitute teacher, Wei Minzhi, in the Chinese countryside. Called in to substitute for a village teacher for one month, Wei is told not to lose any students.",https://movielens.org/movies/3289
3578,Gladiator,2000,Action|Drama,Ridley Scott,"Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris",155 minutes,English,R,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",https://movielens.org/movies/3578
3885,Love & Sex,2000,Comedy|Romance,Valerie Breiman,"Famke Janssen,Jon Favreau,Noah Emmerich,Ann Magnuson,Cheri Oteri",82 minutes,English,,"When her rather explicit copy is rejected, magazine journalist Kate is asked by her editor to come up with an article on loving relationships instead, and to do so by the end of the day. This gets Kate thinking back over her own various experiences, and to wondering if she is in much of a position to write on the subject.",https://movielens.org/movies/3885
412,"Age of Innocence, The",1993,Drama,Martin Scorsese,"Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Alexis Smith,Geraldine Chaplin",139 minutes,"English,Italiano",PG,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",https://movielens.org/movies/412
1653,Gattaca,1997,Drama|Sci-Fi|Thriller,Andrew Niccol,"Ethan Hawke,Uma Thurman,Jude Law,Alan Arkin,Loren Dean",106 minutes,"English,Esperanto",PG-13,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",https://movielens.org/movies/1653
3928,Abbott and Costello Meet Frankenstein,1948,Comedy|Horror,Charles Barton,"Bud Abbott,Lou Costello,Lon Chaney Jr.,Bela Lugosi,Glenn Strange",83 minutes,English,NR,"Two hapless freight handlers find themselves encountering Dracula, the Frankenstein Monster and the Wolf Man.",https://movielens.org/movies/3928
3140,"Three Ages, The",1923,Comedy,"Buster Keaton,Edward F. Cline","Buster Keaton,Margaret Leahy,Wallace Beery,Joe Roberts,Lillian Lawrence",64 minutes,No Language,,"The rituals of courtship, romantic rivalry, and love play out three times as a man vies with a villain for the girl. In the Stone Age, the rivalry is set off by dinosaurs, a turtle used as a ouija board, and a round of golf with stones. In ancient Rome, the men display their brawn through a chariot race, using dogs instead of horses. In contemporary times, the man finds himself overcome by modernity, including a very fragile car.",https://movielens.org/movies/3140
1335,Blood Beach,1980,Action|Horror,Jeffrey Bloom,"David Huffman,Marianna Hill,Burt Young,John Saxon,Otis Young",92 minutes,English,R,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young.",https://movielens.org/movies/1335
518,"Road to Wellville, The",1994,Comedy,Alan Parker,"Anthony Hopkins,Bridget Fonda,Matthew Broderick,John Cusack,Dana Carvey",118 minutes,English,R,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",https://movielens.org/movies/518
2841,Stir of Echoes,1999,Thriller,David Koepp,"Kevin Bacon,Kathryn Erbe,Illeana Douglas,Kevin Dunn,Conor O'Farrell",99 minutes,"English,한국어/조선말,Español",R,"After being hypnotized by his sister-in-law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",https://movielens.org/movies/2841
3652,City of the Living Dead (Paura nella città dei morti viventi),1980,Horror,Lucio Fulci,"Christopher George,Catriona MacColl,Carlo De Mejo,Giovanni Lombardo Radice,Janet Ågren",93 minutes,Italiano,NR,"A woman seemingly dies of fright after participating in a séance where she sees a vision of a Dunwich priest hanging himself in a church cemetery. New York City reporter Peter Bell investigates and learns that the priest's suicide has somehow opened a portal to Hell and must be sealed by All Saints Day, or else the dead will overtake humanity.",https://movielens.org/movies/3652
2052,Hocus Pocus,1993,Children's|Comedy,Kenny Ortega,"Bette Midler,Sarah Jessica Parker,Kathy Najimy,Omri Katz,Thora Birch",96 minutes,"English,Français",PG,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",https://movielens.org/movies/2052
186,Nine Months,1995,Comedy,Chris Columbus,"Hugh Grant,Julianne Moore,Tom Arnold,Joan Cusack,Jeff Goldblum",103 minutes,"English,Pусский",PG-13,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",https://movielens.org/movies/186
758,"Jar, The (Khomreh)",1994,Drama,Ebrahim Forouzesh,"Behzad Khodaveisi,Fatemeh Azrah,Abbas Khavaninzadeh,Hassein Balai,Alireza Haji-Ghasemi",86 minutes,فارسی,,"In the yard of an Iranian village school stands in the shade of a tree a large stoneware jar from which all the pupils drink fresh water. On an unfortunate day, the jar starts leaking. The schoolmaster tries hard to get a new one but in vain. The only solution is to have it fixed...",https://movielens.org/movies/758
903,Vertigo,1958,Mystery|Thriller,Alfred Hitchcock,"James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones",128 minutes,English,PG,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",https://movielens.org/movies/903
1953,"French Connection, The",1971,Action|Crime|Drama|Thriller,William Friedkin,"Gene Hackman,Fernando Rey,Roy Scheider,Tony Lo Bianco,Marcel Bozzuffi",104 minutes,"English,Français",R,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,https://movielens.org/movies/1953
3558,"Law, The (Le Legge)",1959,Drama,Jules Dassin,"Gina Lollobrigida,Pierre Brasseur,Marcello Mastroianni,Melina Mercouri,Yves Montand",110 minutes,"Français,Italiano",,A gorgeous housekeeper turns the tables on the men in a small Mediterranean coastal town by using their own vicious drinking game.,https://movielens.org/movies/3558
3871,Shane,1953,Drama|Western,George Stevens,"Alan Ladd,Jean Arthur,Van Heflin,Brandon De Wilde,Jack Palance",118 minutes,English,NR,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",https://movielens.org/movies/3871
2994,"City, The",1999,Drama,David Riker,"Anthony Rivera,Joseph Rigano,Miguel Maldonado,Cipriano García,Leticia Herrera",88 minutes,"English,한국어/조선말,Español",,The stories of four Hispanic immigrants living in New York City.,https://movielens.org/movies/2994
2436,Tea with Mussolini,1999,Comedy,Franco Zeffirelli,"Joan Plowright,Maggie Smith,Cher,Judi Dench,Lily Tomlin",117 minutes,"English,Italiano,Pусский",PG,"Semi-autobiographical film directed by Franco Zeffirelli, telling the story of young Italian boy Luca's upbringing by a circle of English and American women, before and during World War II.",https://movielens.org/movies/2436
1722,Tomorrow Never Dies,1997,Action|Romance|Thriller,Roger Spottiswoode,"Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Joe Don Baker",119 minutes,"Deutsch,English,Dansk,普通话,广州话 / 廣州話",PG-13,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,https://movielens.org/movies/1722
1870,"Dancer, Texas Pop. 81",1998,Comedy|Drama,Tim McCanlies,"Breckin Meyer,Peter Facinelli,Eddie Mills,Ethan Embry,Ashley Johnson",97 minutes,English,PG,"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",https://movielens.org/movies/1870
2100,Splash,1984,Comedy|Fantasy|Romance,Ron Howard,"Tom Hanks,Daryl Hannah,Eugene Levy,John Candy,Dody Goodman",111 minutes,English,PG,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",https://movielens.org/movies/2100
3554,Love and Basketball,2000,Drama|Romance,Gina Prince-Bythewood,"Sanaa Lathan,Omar Epps,Chris Warren,Kyla Pratt,Alfre Woodard",124 minutes,"English,Español",PG-13,"Monica Wright and Quincy McCall grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball.  As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",https://movielens.org/movies/3554
2069,"Trip to Bountiful, The",1985,Drama,Peter Masterson,"Geraldine Page,John Heard,Carlin Glynn,Richard Bradford,Rebecca De Mornay",108 minutes,English,PG,"Carrie Watts is living the twilight of her life trapped in an apartment in 1940s Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish - just once before she dies - is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home.""",https://movielens.org/movies/2069
259,Kiss of Death,1995,Crime|Drama|Thriller,Barbet Schroeder,"David Caruso,Nicolas Cage,Samuel L. Jackson,Helen Hunt,Kathryn Erbe",101 minutes,English,,"Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.",https://movielens.org/movies/259
961,Little Lord Fauntleroy,1936,Drama,John Cromwell,"Freddie Bartholomew,Dolores Costello,C. Aubrey Smith,Guy Kibbee,Henry Stephenson",102 minutes,English,NR,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",https://movielens.org/movies/961
3552,Caddyshack,1980,Comedy,Harold Ramis,"Chevy Chase,Rodney Dangerfield,Ted Knight,Bill Murray,Michael O'Keefe",98 minutes,English,R,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",https://movielens.org/movies/3552
2320,Apt Pupil,1998,Drama|Thriller,Bryan Singer,"Brad Renfro,Ian McKellen,Bruce Davison,Elias Koteas,Joe Morton",107 minutes,"English,Deutsch",R,"One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door.",https://movielens.org/movies/2320
3427,Coogan's Bluff,1968,Crime,Don Siegel,"Clint Eastwood,Lee J. Cobb,Susan Clark,Tisha Sterling,Don Stroud",93 minutes,English,R,"Coogan, an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport, he escapes and Coogan heads into the city to recapture him.",https://movielens.org/movies/3427
1060,Swingers,1996,Comedy|Drama,Doug Liman,"Jon Favreau,Vince Vaughn,Ron Livingston,Patrick Van Horn,Alex Désert",96 minutes,English,R,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",https://movielens.org/movies/1060
1753,Half Baked,1998,Comedy,Tamra Davis,"Dave Chappelle,Jim Breuer,Harland Williams,Guillermo Díaz,Rachel True",82 minutes,"English,Türkçe",R,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",https://movielens.org/movies/1753
574,Spanking the Monkey,1994,Comedy|Drama,David O. Russell,"Jeremy Davies,Alberta Watson,Benjamin Hendrickson,Carla Gallo,Matthew Puckett",106 minutes,English,,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",https://movielens.org/movies/574
1616,"Peacemaker, The",1997,Action|Thriller|War,Mimi Leder,"George Clooney,Nicole Kidman,Marcel Iureș,Aleksandr Baluev,Rene Medvešek",124 minutes,"English,Pусский,Srpski,Bosanski,Hrvatski",R,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",https://movielens.org/movies/1616
2914,Molly,1999,Comedy|Drama,John Duigan,"Elisabeth Shue,Aaron Eckhart,Jill Hennessy,Thomas Jane,D.W. Moffett",102 minutes,English,PG-13,"Molly McKay is a profoundly autistic twenty-something woman who has lived in an institution from a young age following her parents' death in a car accident. When the institution must close due budget cuts, Molly is left in the care of her neurotypical, older brother, Buck McKay, an advertising executive and perennial bachelor. Buck makes her undergo an experimental medical treatment, with unexpectedly drastic results.",https://movielens.org/movies/2914
2120,Needful Things,1993,Drama|Horror,Fraser Clarke Heston,"Max von Sydow,Ed Harris,Bonnie Bedelia,Amanda Plummer,J.T. Walsh",120 minutes,English,R,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",https://movielens.org/movies/2120
1940,Gentleman's Agreement,1947,Drama,Elia Kazan,"Gregory Peck,Dorothy McGuire,John Garfield,Celeste Holm,Anne Revere",118 minutes,English,NR,A magazine writer poses as a Jew to expose anti-Semitism.,https://movielens.org/movies/1940
1771,Night Flier,1997,Horror,Mark Pavia,"Miguel Ferrer,Julie Entwisle,Dan Monahan,Michael H. Moss,John Bennes",93 minutes,English,R,"For cynical tabloid journo Richard Dees, facts are always stranger than fiction. Every headline is a dead-line. Serial killers, UFO abductions, tales of molestation, mayhem and murder. To some the tales are mere sleazy fantasy - but his faithful readers believe. And now there's a new story: The Night Flier. What is it that travels by night in a dark-winged Cessna, lands at secluded airfields and murders local residents? Dees begins to track the unknown killer in a Cessna of his own, uncovering clues that reveal a pilot more terrifying than he could have ever imagined.",https://movielens.org/movies/1771
2950,"Blue Lagoon, The",1980,Adventure|Drama|Romance,Randal Kleiser,"Brooke Shields,Christopher Atkins,Leo McKern,William Daniels,Jeffrey Kleiser",104 minutes,English,R,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",https://movielens.org/movies/2950
3129,Sweet and Lowdown,1999,Comedy|Drama,Woody Allen,"Sean Penn,Samantha Morton,Anthony LaPaglia,Uma Thurman,James Urbaniak",95 minutes,English,PG-13,"In the 1930s, jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute woman.",https://movielens.org/movies/3129
1393,Jerry Maguire,1996,Drama|Romance,Cameron Crowe,"Tom Cruise,Renée Zellweger,Cuba Gooding Jr.,Kelly Preston,Jerry O'Connell",139 minutes,English,R,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",https://movielens.org/movies/1393
3337,I'll Never Forget What's 'is Name,1967,Comedy|Drama,Michael Winner,"Oliver Reed,Orson Welles,Carol White,Harry Andrews,Michael Hordern",99 minutes,English,NR,"Advertising golden boy Andrew Quint is fed up with his fabulously successful life. In very dramatic fashion, he quits his job to return to writing for a small literary magazine. He wants to leave his former life behind, going as far as saying good-bye to his wife and mistresses. He finds, however, that it's not so easy to escape the past.",https://movielens.org/movies/3337
1748,Dark City,1998,Film-Noir|Sci-Fi|Thriller,Alex Proyas,"Rufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,Richard O'Brien",100 minutes,English,R,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",https://movielens.org/movies/1748
2795,Vacation,1983,Comedy,Harold Ramis,"Chevy Chase,Beverly D'Angelo,Anthony Michael Hall,Imogene Coca,Randy Quaid",99 minutes,English,R,"Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation, but things don't go exactly as planned.",https://movielens.org/movies/2795
1998,Exorcist II: The Heretic,1977,Horror,John Boorman,"Richard Burton,Linda Blair,Louise Fletcher,Max von Sydow,Kitty Winn",118 minutes,English,R,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",https://movielens.org/movies/1998
3340,Bride of the Monster,1955,Horror|Sci-Fi,Edward D. Wood Jr.,"Bela Lugosi,Loretta King,Tony McCoy,Tor Johnson,Harvey B. Dunn",69 minutes,English,NR,"Dr. Eric Vornoff, with the help of his mute assistant Lobo, captures twelve men for a grisly experiment; His goal to turn them into supermen using atomic energy. Reporter Janet Lawton, fiancée of the local lieutenant, vows to investigate Vornoff's supposedly haunted house.",https://movielens.org/movies/3340
786,Eraser,1996,Action|Thriller,Chuck Russell,"Arnold Schwarzenegger,Vanessa Williams,James Caan,James Coburn,Robert Pastorelli",115 minutes,English,R,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",https://movielens.org/movies/786
2767,Illuminata,1998,Comedy,John Turturro,"John Turturro,Christopher Walken,Susan Sarandon,Rufus Sewell,Beverly D'Angelo",119 minutes,English,,"It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's not finished, and intrigue starts that involves influential critic Bevalaqua, theatre star Celimene, young lead actors and other theatre residents",https://movielens.org/movies/2767
